Sample,IlluminaSample,Species,Strain,Project,Description,AssemblyFocus
MTK28,S28,Ophiocordyceps sp.,BL_YLS,Entomophthorales,pure culture,single,,
MTK38,S38,Ophiocordyceps sp.,HPPF3,Entomophthorales,metagenome,single,,
